batch_id,review_id,clause_id_final,clause_text,clause_text_normalized,split_source,sentiment_polarity_hint,same_aspect_mixed_flag,different_aspect_mixed_flag,keep_for_absa,need_human_review,llm_confidence,need_human_review_original,has_extended_flags,in_iaa_gold_sample,annotation_source,aspect_hint_llm,complaint_severity_llm,praise_type_llm,contains_green_signal_llm,hedge_type_llm,aspect_hint,complaint_severity,praise_type,contains_green_signal,hedge_type,aspect_hint_source,complaint_severity_source,praise_type_source,contains_green_signal_source,hedge_type_source,green_skepticism_detail_llm,extended_source_batch_id
batch_021,20.348,20.348_c6,xin nghiêng mình cảm ơn vì tất cả,xin nghiêng mình cảm ơn vì tất cả,resplit_llm,NEU,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.348,20.348_c7,thời gian vận chuyển rất hợp lí,thời gian vận chuyển rất hợp lí,resplit_llm,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.348,20.348_c8,tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏi cổ,tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏi cổ,resplit_llm,NEU,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.348,20.348_c9,có thể thấy bên vận chuyển không quản ngại thời tiết và đường xá xa xôi để đưa sản phẩm cho tôi trong thời gian ngắn nhất,có thể thấy bên vận chuyển không quản ngại thời tiết và đường xá xa xôi để đưa sản phẩm cho tôi trong thời gian ngắn nhất,resplit_llm,NEU,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.459,20.459_c1,"hương vị:k bao bì mẫu mã:dep xôi chim không lối thoát ăn một lần, mê cả đời","hương vị:k bao bì mẫu mã:dep xôi chim không lối thoát ăn một lần, mê cả đời",kept_43b,NEU,False,False,False,True,low,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.459,20.459_c2,bạn đã từng thử món xôi nào mà chim không thoát được chưa,bạn đã từng thử món xôi nào mà chim không thoát được chưa,kept_43b,NEU,False,False,False,True,low,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.459,20.459_c3,mời bạn thưởng thức xôi chim không lối thoát thịt chim tẩm ướp đậm đà bên ngoài được bọc một lớp xôi chiên giòn rụm ăn tới đâu ghiền tới đó,mời bạn thưởng thức xôi chim không lối thoát thịt chim tẩm ướp đậm đà bên ngoài được bọc một lớp xôi chiên giòn rụm ăn tới đâu ghiền tới đó,kept_43b,NEU,False,False,False,True,low,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.459,20.459_c4,free ship đơn hàng từ 60k trở lên điểm đặc biệt: chim bồ câu chim cút được làm sạch,free ship đơn hàng từ 60k trở lên điểm đặc biệt: chim bồ câu chim cút được làm sạch,kept_43b,NEU,False,False,False,True,low,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.459,20.459_c5,ướp gia vị bí truyền vừa béo vừa thơm chiên giòn lớp ngoài,ướp gia vị bí truyền vừa béo vừa thơm chiên giòn lớp ngoài,kept_43b,NEU,False,False,False,True,low,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.459,20.459_c6,giữ nguyên độ ẩm và vị ngọt bên trong ăn kèm dưa chuột muối xổi ngon nhức nách địa chỉ: 47,giữ nguyên độ ẩm và vị ngọt bên trong ăn kèm dưa chuột muối xổi ngon nhức nách địa chỉ: 47,kept_43b,NEU,False,False,False,True,low,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.459,20.459_c7,nguyễn kiệm,nguyễn kiệm,kept_43b,NEU,False,False,False,True,low,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.459,20.459_c8,khối 8,khối 8,kept_43b,NEU,False,False,False,True,low,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.459,20.459_c9,trường thi,trường thi,kept_43b,NEU,False,False,False,True,low,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.459,20.459_c10,vinh gọi đặt trước: [PHONE] hoặc [PHONE] mến mời mọi người gọi điện hoặc ibox cho e nhé,vinh gọi đặt trước: [PHONE] hoặc [PHONE] mến mời mọi người gọi điện hoặc ibox cho e nhé,kept_43b,NEU,False,False,False,True,low,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.57,20.57_c1,hàng đóng gói rất đẹp,hàng đóng gói rất đẹp,kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.57,20.57_c2,quả nhiên người bán đã gửi gắm rất nhiều tâm tư và tình cảm trong lúc gói hàng,quả nhiên người bán đã gửi gắm rất nhiều tâm tư và tình cảm trong lúc gói hàng,kept_43b,NEU,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.57,20.57_c3,hộp không có dấu hiệu bị móp,hộp không có dấu hiệu bị móp,kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.57,20.57_c4,chứng tỏ bộ phận vận chuyển đã nâng như nâng trứng,chứng tỏ bộ phận vận chuyển đã nâng như nâng trứng,kept_43b,NEU,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.57,20.57_c5,hứng như hứng hoa,hứng như hứng hoa,kept_43b,NEU,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.57,20.57_c6,xin nghiêng mình cảm ơn vì tất cả,xin nghiêng mình cảm ơn vì tất cả,kept_43b,NEU,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.57,20.57_c7,thời gian vận chuyển rất hợp lí,thời gian vận chuyển rất hợp lí,kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.57,20.57_c8,tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏi cổ,tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏi cổ,kept_43b,NEU,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.57,20.57_c9,có thể thấy bên vận chuyển không quản ngại thời tiết và đường xá xa xôi để đưa sản phẩm cho tôi trong thời gian ngắn nhất,có thể thấy bên vận chuyển không quản ngại thời tiết và đường xá xa xôi để đưa sản phẩm cho tôi trong thời gian ngắn nhất,kept_43b,NEU,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.85,20.85_c1,"sản phẩm tuyệt vời, đúng với mô tả","sản phẩm tuyệt vời, đúng với mô tả",kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.85,20.85_c2,giao hàng nhanh chóng,giao hàng nhanh chóng,kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.85,20.85_c3,shipper thân thiện dễ mến,shipper thân thiện dễ mến,resplit_llm,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.85,20.85_c4,đóng gói cẩn thận,đóng gói cẩn thận,resplit_llm,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.85,20.85_c5,có thể thấy tâm huyết của người bán,có thể thấy tâm huyết của người bán,kept_43b,NEU,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.85,20.85_c6,"hộp không bị móp méo, vận chuyển rất tốt","hộp không bị móp méo, vận chuyển rất tốt",kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.85,20.85_c7,thời gian giao hàng nhanh chóng,thời gian giao hàng nhanh chóng,kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.85,20.85_c8,tôi không phải chờ đợi quá lâu để nhận sản phẩm,tôi không phải chờ đợi quá lâu để nhận sản phẩm,kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.85,20.85_c9,chất lượng sản phẩm vượt mong đợi,chất lượng sản phẩm vượt mong đợi,kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.85,20.85_c10,tôi rất hài lòng với trải nghiệm mua hàng này,tôi rất hài lòng với trải nghiệm mua hàng này,kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.85,20.85_c11,sản phẩm chất lượng tốt,sản phẩm chất lượng tốt,kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.85,20.85_c12,đóng gói cẩn thận,đóng gói cẩn thận,kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.85,20.85_c13,giao hàng nhanh,giao hàng nhanh,kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.85,20.85_c14,đã mua lần thứ 3 và vẫn rất h,đã mua lần thứ 3 và vẫn rất h,kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_021,20.887,20.887_c1,"01 đơn xin thực tập; 01 sơ yếu lý lịch; 01 bản sao căn cước; 01 bản mô tả cá nhân tự giới thiệu về bản thân; mô tả các hoạt động học tập, xã hội đã tham gia; định hướng nghề nghiệp v.v.. ; 01 bảng điểm; các chứng chỉ đào tạo nếu có, cung cấp bản sao","01 đơn xin thực tập; 01 sơ yếu lý lịch; 01 bản sao căn cước; 01 bản mô tả cá nhân tự giới thiệu về bản thân; mô tả các hoạt động học tập, xã hội đã tham gia; định hướng nghề nghiệp v.v.. ; 01 bảng điểm; các chứng chỉ đào tạo nếu có, cung cấp bản sao",kept_43b,NEU,False,False,False,True,low,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_022,20.944,20.944_c1,đã nhận đủ hàng,đã nhận đủ hàng,resplit_llm,POS,False,False,True,False,high,False,True,False,llm_extended,A1_product,none,product,False,none,A1_product,none,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_026
batch_022,20.944,20.944_c2,mua để làm mấy món yến mạch qua đêm cho healthy a,mua để làm mấy món yến mạch qua đêm cho healthy a,resplit_llm,NEU,False,False,False,False,high,False,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_022,20.977,20.977_c1,lần đầu mình mua sản của shop rất là ok,lần đầu mình mua sản của shop rất là ok,kept_43b,POS,False,False,True,False,high,True,True,False,llm_extended,A4_service,none,service,False,none,A4_service,none,service,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_055
batch_022,20.977,20.977_c2,nên mình đã quay lại và mua ủng hộ tiếp,nên mình đã quay lại và mua ủng hộ tiếp,kept_43b,POS,False,False,False,False,high,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_022,20.977,20.977_c3,nhưng mình đã rất thật vọng khi sử dụng sản phẩm của shop,nhưng mình đã rất thật vọng khi sử dụng sản phẩm của shop,kept_43b,NEG,False,False,True,False,high,True,True,True,human_gold_iaa_override,A4_service,strong,none,False,none,A1_product,moderate,none,False,none,human_gold_iaa,human_gold_iaa,human_gold_iaa,human_gold_iaa,human_gold_iaa,,batch_ext_027
batch_022,20.977,20.977_c4,trong gói hạt chia của shop có rất nhiều vật thể là và to như trong ảnh và video,trong gói hạt chia của shop có rất nhiều vật thể là và to như trong ảnh và video,resplit_llm,NEG,False,False,True,False,high,True,True,False,llm_extended,A4_service,moderate,none,False,none,A4_service,moderate,none,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_101
batch_022,20.977,20.977_c5,không những thế còn rất nhiều sạn trong gói,không những thế còn rất nhiều sạn trong gói,resplit_llm,NEG,False,False,True,False,high,True,True,False,llm_extended,A1_product,moderate,none,False,none,A1_product,moderate,none,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_025
batch_022,20.977,20.977_c6,đến nỗi mk múc ở trên còn có chứ không múc ở dưới,đến nỗi mk múc ở trên còn có chứ không múc ở dưới,kept_43b,NEG,False,False,False,False,high,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_022,20.977,20.977_c7,không biết ở dưới còn nhiều cặn như nào,không biết ở dưới còn nhiều cặn như nào,kept_43b,NEG,False,False,True,False,high,True,True,False,llm_extended,A1_product,moderate,none,False,none,A1_product,moderate,none,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_114
batch_022,20.977,20.977_c8,đấy là còn chưa kể mk đã ngâm và ủ qua nước lọc trước xong thay cho bớt cặn mà còn uống rất sạn,đấy là còn chưa kể mk đã ngâm và ủ qua nước lọc trước xong thay cho bớt cặn mà còn uống rất sạn,kept_43b,NEG,False,False,True,False,high,True,True,False,llm_extended,A1_product,moderate,none,False,none,A1_product,moderate,none,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_066
batch_022,20.977,20.977_c9,mk còn mua 2 gói gạo của shop nhg chưa thử được không biết có bị sít rịt gì không,mk còn mua 2 gói gạo của shop nhg chưa thử được không biết có bị sít rịt gì không,kept_43b,NEG,False,False,True,False,high,True,True,False,llm_extended,A4_service,moderate,none,False,none,A4_service,moderate,none,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_108
batch_022,20.977,20.977_c10,thất vọng về shop,thất vọng về shop,kept_43b,NEG,False,False,True,False,high,True,True,True,human_gold_iaa_override,A4_service,strong,none,False,none,A4_service,moderate,none,False,none,human_gold_iaa,human_gold_iaa,human_gold_iaa,human_gold_iaa,human_gold_iaa,,batch_ext_087
batch_022,20.1007,20.1007_c1,mẫu mã đẹp,mẫu mã đẹp,resplit_llm,POS,False,False,True,False,high,False,True,False,llm_extended,A1_product,none,product,False,none,A1_product,none,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_105
batch_022,20.1007,20.1007_c2,hạt chia nhiều,hạt chia nhiều,resplit_llm,POS,False,False,True,False,high,False,True,False,llm_extended,A1_product,none,product,False,none,A1_product,none,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_102
batch_022,20.1007,20.1007_c3,mỗi ngày uống một chút nên chắc có vẻ sẽ lâu hết,mỗi ngày uống một chút nên chắc có vẻ sẽ lâu hết,resplit_llm,POS,False,False,True,False,high,False,True,False,llm_extended,A1_product,moderate,product,False,wishful,A1_product,moderate,product,False,wishful,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_086
batch_022,21.13,21.13_c1,shipper chỗ mình quen thân thiện,shipper chỗ mình quen thân thiện,resplit_llm,POS,False,False,True,False,high,False,True,False,llm_extended,A1_product,none,product,False,none,A1_product,none,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_054
batch_022,21.13,21.13_c2,thời gian nhận hàng nhanh,thời gian nhận hàng nhanh,resplit_llm,POS,False,False,True,False,high,False,True,False,llm_extended,A3_logistics,none,logistics,False,none,A3_logistics,none,logistics,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_103
batch_022,21.13,21.13_c3,sẽ ủng hộ lần sau,sẽ ủng hộ lần sau,resplit_llm,POS,False,False,False,False,high,False,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_022,21.222,21.222_c1,đậu nành hữu cơ nên đảm bảo được an toàn cho sức khỏe,đậu nành hữu cơ nên đảm bảo được an toàn cho sức khỏe,resplit_llm,POS,False,False,True,False,high,False,True,True,human_gold_iaa_override,A1_product,none,product,True,wishful,A2_label,none,product,True,wishful,human_gold_iaa,human_gold_iaa,human_gold_iaa,human_gold_iaa,human_gold_iaa,,batch_ext_067
batch_022,21.222,21.222_c2,nên mua nha mọi người,nên mua nha mọi người,resplit_llm,POS,False,False,False,False,high,False,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_022,21.278,21.278_c1,"chào mừng bạn đến với bảng nhớ tạm của gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây","chào mừng bạn đến với bảng nhớ tạm của gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây",kept_43b,NEU,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_022,21.286,21.286_c1,tôi cảm ơn vũ trụ cho tôi - gặp một tình yêu đẹp và hạnh phúc ở năm nay - có những tình bạn người bạn tốt chân thành - đạt được thành tích học tập tôi mong ước - học giỏi thứ tiếng tôi thích - một sức khoẻ tốt tràn đầy năng lượng vui vẻ tích cực - một gia đình đầm ấm hạnh phúc sum vầy - một mái ấm gia đình giàu có không thiếu của ăn của mặc - gặp được nhiều cơ hội phát triển bản thân - một công việc tôi mong ước - một body đồng hồ cát - chiều cao 1m68,tôi cảm ơn vũ trụ cho tôi - gặp một tình yêu đẹp và hạnh phúc ở năm nay - có những tình bạn người bạn tốt chân thành - đạt được thành tích học tập tôi mong ước - học giỏi thứ tiếng tôi thích - một sức khoẻ tốt tràn đầy năng lượng vui vẻ tích cực - một gia đình đầm ấm hạnh phúc sum vầy - một mái ấm gia đình giàu có không thiếu của ăn của mặc - gặp được nhiều cơ hội phát triển bản thân - một công việc tôi mong ước - một body đồng hồ cát - chiều cao 1m68,kept_43b,NEU,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_022,21.304,21.304_c1,đánh giá có nghĩa nhận định giá trị,đánh giá có nghĩa nhận định giá trị,kept_43b,NEU,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_022,21.304,21.304_c2,"những từ có nghĩa gần với đánh giá là phê bình, nhận xét, nhận định, bình luận, xem xét","những từ có nghĩa gần với đánh giá là phê bình, nhận xét, nhận định, bình luận, xem xét",kept_43b,NEU,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_022,21.304,21.304_c3,1 đánh giá một đối tượng nào đó,1 đánh giá một đối tượng nào đó,kept_43b,NEU,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_022,21.304,21.304_c4,chẳng hạn một con người,chẳng hạn một con người,kept_43b,NEU,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_022,21.304,21.304_c5,một tác phẩm nghệ thuật,một tác phẩm nghệ thuật,kept_43b,NEU,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_022,21.304,21.304_c6,một sản phẩm hàng hoá hay dịch vụ,một sản phẩm hàng hoá hay dịch vụ,kept_43b,NEU,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_022,21.304,21.304_c7,đội ngũ giáo viên hay đánh giá tác động môi trường và có ý nghĩa quan trọng trong nhiều lĩnh vực như chính trị,đội ngũ giáo viên hay đánh giá tác động môi trường và có ý nghĩa quan trọng trong nhiều lĩnh vực như chính trị,kept_43b,NEU,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_022,21.304,21.304_c8,nghệ thuật,nghệ thuật,kept_43b,NEU,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_022,21.304,21.304_c9,thương mại,thương mại,kept_43b,NEU,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_022,21.304,21.304_c10,giáo dục hay môi trường,giáo dục hay môi trường,kept_43b,NEU,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_023,21.339,21.339_c1,đúng mô tả,đúng mô tả,kept_43b,POS,False,False,True,False,high,False,True,False,llm_extended,A2_label,none,product,False,none,A2_label,none,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_061
batch_023,21.358,21.358_c1,hạt đều đẹp nhé,hạt đều đẹp nhé,kept_43b,POS,False,False,True,False,high,False,True,False,llm_extended,A1_product,none,product,False,none,A1_product,none,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_048
batch_023,21.404,21.404_c1,hương vị:ngon,hương vị:ngon,resplit_llm,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_023,21.404,21.404_c2,shop đóng gói hàng chắc chắn,shop đóng gói hàng chắc chắn,kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_023,21.404,21.404_c3,giao hàng nhanh,giao hàng nhanh,kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_023,21.404,21.404_c4,"bộ áo dài được may cẩn thận, phù hợp với giá tiền","bộ áo dài được may cẩn thận, phù hợp với giá tiền",kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_023,21.404,21.404_c5,mình và con gái rất thích,mình và con gái rất thích,kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_023,21.404,21.404_c6,chúc shop luôn đắt hàng,chúc shop luôn đắt hàng,kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_023,21.404,21.404_c7,sẽ tiếp tục ủng hộ shop EMOJI_POS EMOJI_POS EMOJI_POS,sẽ tiếp tục ủng hộ shop emoji_pos emoji_pos emoji_pos,resplit_llm,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_023,21.404,21.404_c8,bánh vị nhạt nhưng dễ ăn,bánh vị nhạt nhưng dễ ăn,merged_llm,POS,True,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_023,21.404,21.404_c9,đậu nành hạt chắc mẩy,đậu nành hạt chắc mẩy,kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_023,21.404,21.404_c10,mình ngâm làm sữa hạt thơm ngon lắm,mình ngâm làm sữa hạt thơm ngon lắm,kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_023,21.429,21.429_c1,hương vị:cũng oke,hương vị:cũng oke,resplit_llm,POS,False,False,True,False,high,False,True,False,llm_extended,A1_product,moderate,product,False,softener,A1_product,moderate,product,False,softener,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_111
batch_023,22.11,22.11_c1,sản phẩm như mô tả,sản phẩm như mô tả,kept_43b,POS,False,False,True,False,high,False,True,False,llm_extended,A2_label,none,product,False,none,A2_label,none,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_077
batch_023,23.167,23.167_c1,"mè đen thuần chủng hữu cơ tự nhiên 300g-500g hạt vừng sống dùng nấu chè, làm bánh sữa, muối mè","mè đen thuần chủng hữu cơ tự nhiên 300g-500g hạt vừng sống dùng nấu chè, làm bánh sữa, muối mè",kept_43b,NEU,False,False,False,False,high,False,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_023,23.205,23.205_c1,hình ảnh đánh giá mang tính chất nhạn xu,hình ảnh đánh giá mang tính chất nhạn xu,kept_43b,NEU,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_023,23.205,23.205_c2,mua giao hàng đúng thời hạng,mua giao hàng đúng thời hạng,resplit_llm,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
